"Fecha ","Hora","Parada","Numero de pasajeros ","Eventos especiales","Dia de la semana","Flujo de personas","Flujo de choferes","Eventos inesperados","Clima",""
"6/5/2024","19:00","Obrajes","0","1","Miércoles","18","18","0","sol",""
"6/5/2024","19:15","Obrajes","4","1","Miércoles","19","11","0","sol",""
"6/5/2024","19:30","Obrajes","0","1","Miércoles","20","10","0","sol",""
"6/5/2024","19:45","Obrajes","6","1","Miércoles","22","10","0","sol",""
"6/5/2024","20:00","Obrajes","20","1","Miércoles","24","8","0","sol",""
"6/5/2024","20:15","Obrajes","27","1","Miércoles","27","6","0","sol",""
"6/5/2024","20:30","Obrajes","29","1","Miércoles","34","16","0","sol",""
"6/5/2024","20:45","Obrajes","4","1","Miércoles","29","19","0","sol",""
"6/5/2024","21:00","Obrajes","6","1","Miércoles","30","13","0","sol",""
"6/5/2024","21:15","Obrajes","12","1","Miércoles","35","6","0","sol",""
"6/5/2024","21:30","Obrajes","18","1","Miércoles","35","5","0","sol",""
"6/5/2024","21:45","Obrajes","11","1","Miércoles","30","5","0","sol",""
"6/5/2024","22:00","Obrajes","14","1","Miércoles","30","5","0","sol",""
"6/5/2024","22:15","Obrajes","11","1","Miércoles","29","4","0","sol",""
"6/5/2024","22:30","Obrajes","14","1","Miércoles","22","4","0","sol",""
"6/5/2024","22:45","Obrajes","7","1","Miércoles","16","4","0","sol",""
"6/5/2024","23:00","Obrajes","3","1","Miércoles","11","4","0","sol",""
"6/5/2024","23:15","Obrajes","3","1","Miércoles","7","3","0","sol",""
"6/5/2024","23:30","Obrajes","0","1","Miércoles","3","2","0","sol",""
"6/5/2024","23:45","Obrajes","0","1","Miércoles","1","1","0","sol",""
"6/5/2024","0:00:00","Obrajes","0","1","Miércoles","0","1","0","sol",""
"6/6/2024","6:00","Obrajes","3","0","Jueves","4","2","0","sol",""
"6/6/2024","6:15","Obrajes","2","0","Jueves","3","2","0","sol",""
"6/6/2024","6:30","Obrajes","1","0","Jueves","3","2","0","sol",""
"6/6/2024","6:45","Obrajes","0","0","Jueves","7","2","0","sol",""
"6/6/2024","7:00","Obrajes","0","0","Jueves","12","3","0","sol",""
"6/6/2024","7:15","Obrajes","0","0","Jueves","12","5","0","sol",""
"6/6/2024","7:30","Obrajes","0","0","Jueves","16","10","0","sol",""
"6/6/2024","7:45","Obrajes","0","0","Jueves","14","11","0","sol",""
"6/6/2024","8:00","Obrajes","0","0","Jueves","28","19","0","sol",""
"6/6/2024","8:15","Obrajes","0","0","Jueves","22","21","0","sol",""
"6/6/2024","8:30","Obrajes","0","0","Jueves","15","10","0","sol",""
"6/6/2024","8:45","Obrajes","3","0","Jueves","14","6","0","sol",""
"6/6/2024","9:00","Obrajes","5","0","Jueves","12","4","0","sol",""
"6/6/2024","9:15","Obrajes","8","0","Jueves","11","4","0","sol",""
"6/6/2024","9:30","Obrajes","9","0","Jueves","16","3","0","sol",""
"6/6/2024","9:45","Obrajes","12","0","Jueves","13","5","0","sol",""
"6/6/2024","10:00","Obrajes","14","0","Jueves","18","5","0","sol",""
"6/6/2024","10:15","Obrajes","13","0","Jueves","15","8","0","sol",""
"6/6/2024","10:30","Obrajes","7","0","Jueves","18","4","0","sol",""
"6/6/2024","10:45","Obrajes","9","0","Jueves","18","4","0","sol",""
"6/6/2024","11:00","Obrajes","11","0","Jueves","14","4","0","sol",""
"6/6/2024","11:15","Obrajes","14","0","Jueves","15","7","0","sol",""
"6/6/2024","11:30","Obrajes","17","0","Jueves","18","6","0","sol",""
"6/6/2024","11:45","Obrajes","10","0","Jueves","15","3","0","sol",""
"6/6/2024","12:00","Obrajes","16","0","Jueves","14","3","0","sol",""
"6/6/2024","12:15","Obrajes","12","0","Jueves","12","5","0","sol",""
"6/6/2024","12:30","Obrajes","14","0","Jueves","15","5","0","sol",""
"6/6/2024","12:45","Obrajes","12","0","Jueves","13","8","0","sol",""
"6/6/2024","13:00","Obrajes","10","0","Jueves","12","9","0","sol",""
"6/6/2024","13:15","Obrajes","6","0","Jueves","10","9","0","sol",""
"6/6/2024","13:30","Obrajes","5","0","Jueves","11","9","0","sol",""
"6/6/2024","13:45","Obrajes","9","0","Jueves","11","9","0","sol",""
"6/6/2024","14:00","Obrajes","5","0","Jueves","10","9","0","sol",""
"6/6/2024","14:15","Obrajes","9","0","Jueves","10","8","0","sol",""
"6/6/2024","14:30","Obrajes","9","0","Jueves","11","7","0","sol",""
"6/6/2024","14:45","Obrajes","8","0","Jueves","9","7","0","sol",""
"6/6/2024","15:00","Obrajes","2","0","Jueves","8","7","0","sol",""
"6/6/2024","15:15","Obrajes","5","0","Jueves","9","7","0","sol",""
"6/6/2024","15:30","Obrajes","7","0","Jueves","9","6","0","sol",""
"6/6/2024","15:45","Obrajes","5","0","Jueves","10","7","0","sol",""
"6/6/2024","16:00","Obrajes","0","0","Jueves","9","10","0","sol",""
"6/6/2024","16:15","Obrajes","0","0","Jueves","8","16","0","sol",""
"6/6/2024","16:30","Obrajes","0","0","Jueves","7","19","0","sol",""
"6/6/2024","16:45","Obrajes","9","0","Jueves","10","13","0","sol",""
"6/6/2024","17:00","Obrajes","0","0","Jueves","10","12","0","sol",""
"6/6/2024","17:15","Obrajes","0","0","Jueves","8","12","0","sol",""
"6/6/2024","17:30","Obrajes","0","0","Jueves","8","18","0","sol",""
"6/6/2024","17:45","Obrajes","0","0","Jueves","9","14","0","sol",""
"6/6/2024","18:00","Obrajes","17","0","Jueves","28","16","0","sol",""
"6/6/2024","18:15","Obrajes","21","0","Jueves","26","16","0","sol",""
"6/6/2024","18:30","Obrajes","18","0","Jueves","20","16","0","sol",""
"6/6/2024","18:45","Obrajes","16","0","Jueves","20","13","0","sol",""
"6/6/2024","19:00","Obrajes","0","0","Jueves","13","15","0","sol",""
"6/6/2024","19:15","Obrajes","0","0","Jueves","13","21","0","sol",""
"6/6/2024","19:30","Obrajes","15","0","Jueves","18","17","0","sol",""
"6/6/2024","19:45","Obrajes","12","0","Jueves","22","14","0","sol",""
"6/6/2024","20:00","Obrajes","7","0","Jueves","21","9","0","sol",""
"6/6/2024","20:15","Obrajes","0","0","Jueves","30","9","0","sol",""
"6/6/2024","20:30","Obrajes","26","0","Jueves","28","9","0","sol",""
"6/6/2024","20:45","Obrajes","8","0","Jueves","25","13","0","sol",""
"6/6/2024","21:00","Obrajes","0","0","Jueves","30","11","0","sol",""
"6/6/2024","21:15","Obrajes","0","0","Jueves","32","14","0","sol",""
"6/6/2024","21:30","Obrajes","0","0","Jueves","29","14","0","sol",""
"6/6/2024","21:45","Obrajes","4","0","Jueves","33","9","0","sol",""
"6/6/2024","22:00","Obrajes","17","0","Jueves","29","9","0","sol",""
"6/6/2024","22:15","Obrajes","19","0","Jueves","25","9","0","sol",""
"6/6/2024","22:30","Obrajes","12","0","Jueves","23","9","0","sol",""
"6/6/2024","22:45","Obrajes","11","0","Jueves","28","4","0","sol",""
"6/6/2024","23:00","Obrajes","3","0","Jueves","20","3","0","sol",""
"6/6/2024","23:15","Obrajes","1","0","Jueves","7","3","0","sol",""
"6/6/2024","23:30","Obrajes","0","0","Jueves","4","2","0","sol",""
"6/6/2024","23:45","Obrajes","0","0","Jueves","2","1","0","sol",""
"6/6/2024","0:00:00","Obrajes","0","0","Jueves","0","1","0","sol",""
"6/7/2024","6:00","Obrajes","2","0","Viernes","3","2","0","sol",""
"6/7/2024","6:15","Obrajes","2","0","Viernes","3","2","0","sol",""
"6/7/2024","6:30","Obrajes","1","0","Viernes","2","4","0","sol",""
"6/7/2024","6:45","Obrajes","0","0","Viernes","4","4","0","sol",""
"6/7/2024","7:00","Obrajes","0","0","Viernes","6","7","0","sol",""
"6/7/2024","7:15","Obrajes","0","0","Viernes","8","7","0","sol",""
"6/7/2024","7:30","Obrajes","0","0","Viernes","12","18","0","sol",""
"6/7/2024","7:45","Obrajes","0","0","Viernes","11","15","0","sol",""
"6/7/2024","8:00","Obrajes","0","0","Viernes","12","11","0","sol",""
"6/7/2024","8:15","Obrajes","0","0","Viernes","12","10","0","sol",""
"6/7/2024","8:30","Obrajes","0","0","Viernes","14","13","0","sol",""
"6/7/2024","8:45","Obrajes","6","0","Viernes","14","9","0","sol",""
"6/7/2024","9:00","Obrajes","10","0","Viernes","15","3","0","sol",""
"6/7/2024","9:15","Obrajes","13","0","Viernes","16","2","0","sol",""
"6/7/2024","9:30","Obrajes","18","0","Viernes","20","3","0","sol",""
"6/7/2024","9:45","Obrajes","9","0","Viernes","12","3","0","sol",""
"6/7/2024","10:00","Obrajes","6","0","Viernes","10","3","0","sol",""
"6/7/2024","10:15","Obrajes","0","0","Viernes","8","9","0","sol",""
"6/7/2024","10:30","Obrajes","0","0","Viernes","8","10","0","sol",""
"6/7/2024","10:45","Obrajes","0","0","Viernes","11","15","0","sol",""
"6/7/2024","11:00","Obrajes","2","0","Viernes","10","16","0","sol",""
"6/7/2024","11:15","Obrajes","4","0","Viernes","11","14","0","sol",""
"6/7/2024","11:30","Obrajes","1","0","Viernes","8","21","0","sol",""
"6/7/2024","11:45","Obrajes","0","0","Viernes","7","15","0","sol",""
"6/7/2024","12:00","Obrajes","0","0","Viernes","12","13","0","sol",""
"6/7/2024","12:15","Obrajes","0","0","Viernes","14","13","0","sol",""
"6/7/2024","12:30","Obrajes","6","0","Viernes","15","11","0","sol",""
"6/7/2024","12:45","Obrajes","9","0","Viernes","15","11","0","sol",""
"6/7/2024","13:00","Obrajes","1","0","Viernes","16","14","0","sol",""
"6/7/2024","13:15","Obrajes","4","0","Viernes","10","14","0","sol",""
"6/7/2024","13:30","Obrajes","6","0","Viernes","9","11","0","sol",""
"6/7/2024","13:45","Obrajes","6","0","Viernes","10","11","0","sol",""
"6/7/2024","14:00","Obrajes","0","0","Viernes","8","14","0","sol",""
"6/7/2024","14:15","Obrajes","0","0","Viernes","9","13","0","sol",""
"6/7/2024","14:30","Obrajes","0","0","Viernes","11","13","0","sol",""
"6/7/2024","14:45","Obrajes","13","0","Viernes","10","11","0","sol",""
"6/7/2024","15:00","Obrajes","2","0","Viernes","8","11","0","sol",""
"6/7/2024","15:15","Obrajes","0","0","Viernes","9","10","0","sol",""
"6/7/2024","15:30","Obrajes","0","0","Viernes","9","12","0","sol",""
"6/7/2024","15:45","Obrajes","0","0","Viernes","8","9","0","sol",""
"6/7/2024","16:00","Obrajes","0","0","Viernes","8","15","0","sol",""
"6/7/2024","16:15","Obrajes","0","0","Viernes","9","17","0","sol",""
"6/7/2024","16:30","Obrajes","0","0","Viernes","11","15","0","sol",""
"6/7/2024","16:45","Obrajes","0","0","Viernes","10","6","0","sol",""
"6/7/2024","17:00","Obrajes","4","0","Viernes","11","3","0","sol",""
"6/7/2024","17:15","Obrajes","3","0","Viernes","10","11","0","sol",""
"6/7/2024","17:30","Obrajes","9","0","Viernes","11","3","0","sol",""
"6/7/2024","17:45","Obrajes","15","0","Viernes","10","3","0","sol",""
"6/7/2024","18:00","Obrajes","0","0","Viernes","9","14","0","sol",""
"6/7/2024","18:15","Obrajes","0","0","Viernes","12","11","0","sol",""
"6/7/2024","18:30","Obrajes","18","0","Viernes","20","6","0","sol",""
"6/7/2024","18:45","Obrajes","0","0","Viernes","16","16","0","sol",""
"6/7/2024","19:00","Obrajes","0","0","Viernes","16","10","0","sol",""
"6/7/2024","19:15","Obrajes","5","0","Viernes","14","20","0","sol",""
"6/7/2024","19:30","Obrajes","20","0","Viernes","26","5","0","sol",""
"6/7/2024","19:45","Obrajes","29","0","Viernes","31","5","0","sol",""
"6/7/2024","20:00","Obrajes","14","0","Viernes","32","5","0","sol",""
"6/7/2024","20:15","Obrajes","5","0","Viernes","27","13","0","sol",""
"6/7/2024","20:30","Obrajes","0","0","Viernes","23","18","0","sol",""
"6/7/2024","20:45","Obrajes","0","0","Viernes","25","19","0","sol",""
"6/7/2024","21:00","Obrajes","0","0","Viernes","33","15","0","sol",""
"6/7/2024","21:15","Obrajes","0","0","Viernes","28","5","0","sol",""
"6/7/2024","21:30","Obrajes","7","0","Viernes","26","5","0","sol",""
"6/7/2024","21:45","Obrajes","15","0","Viernes","29","5","0","sol",""
"6/7/2024","22:00","Obrajes","17","0","Viernes","25","5","0","sol",""
"6/7/2024","22:15","Obrajes","15","0","Viernes","29","4","0","sol",""
"6/7/2024","22:30","Obrajes","12","0","Viernes","11","4","0","sol",""
"6/7/2024","22:45","Obrajes","7","0","Viernes","10","4","0","sol",""
"6/7/2024","23:00","Obrajes","4","0","Viernes","10","2","0","sol",""
"6/7/2024","23:15","Obrajes","2","0","Viernes","5","2","0","sol",""
"6/7/2024","23:30","Obrajes","2","0","Viernes","3","2","0","sol",""
"6/7/2024","23:45","Obrajes","1","0","Viernes","2","2","0","sol",""
"6/7/2024","0:00:00","Obrajes","0","0","Viernes","0","1","0","sol",""
"6/8/2024","6:00","Obrajes","0","0","Sábado ","1","0","0","sol",""
"6/8/2024","6:15","Obrajes","0","0","Sábado ","1","1","0","sol",""
"6/8/2024","6:30","Obrajes","0","0","Sábado ","4","1","0","sol",""
"6/8/2024","6:45","Obrajes","8","0","Sábado ","2","2","0","sol",""
"6/8/2024","7:00","Obrajes","11","0","Sábado ","11","6","0","sol",""
"6/8/2024","7:15","Obrajes","7","0","Sábado ","9","9","0","sol",""
"6/8/2024","7:30","Obrajes","7","0","Sábado ","12","9","0","sol",""
"6/8/2024","7:45","Obrajes","2","0","Sábado ","6","11","0","sol",""
"6/8/2024","8:00","Obrajes","0","0","Sábado ","4","13","0","sol",""
"6/8/2024","8:15","Obrajes","0","0","Sábado ","4","13","0","sol",""
"6/8/2024","8:30","Obrajes","0","0","Sábado ","6","14","0","sol",""
"6/8/2024","8:45","Obrajes","0","0","Sábado ","6","14","0","sol",""
"6/8/2024","9:00","Obrajes","0","0","Sábado ","4","13","0","sol",""
"6/8/2024","9:15","Obrajes","0","0","Sábado ","4","13","0","sol",""
"6/8/2024","9:30","Obrajes","0","0","Sábado ","6","13","0","sol",""
"6/8/2024","9:45","Obrajes","0","0","Sábado ","8","10","0","sol",""
"6/8/2024","10:00","Obrajes","0","0","Sábado ","7","6","0","sol",""
"6/8/2024","10:15","Obrajes","4","0","Sábado ","7","6","0","sol",""
"6/8/2024","10:30","Obrajes","9","0","Sábado ","12","7","0","sol",""
"6/8/2024","10:45","Obrajes","9","0","Sábado ","18","7","0","sol",""
"6/8/2024","11:00","Obrajes","12","0","Sábado ","25","6","0","sol",""
"6/8/2024","11:15","Obrajes","7","0","Sábado ","14","6","0","sol",""
"6/8/2024","11:30","Obrajes","7","0","Sábado ","18","6","0","sol",""
"6/8/2024","11:45","Obrajes","5","0","Sábado ","11","6","0","sol",""
"6/8/2024","12:00","Obrajes","0","0","Sábado ","9","8","0","sol",""
"6/8/2024","12:15","Obrajes","0","0","Sábado ","7","8","0","sol",""
"6/8/2024","12:30","Obrajes","0","0","Sábado ","7","8","0","sol",""
"6/8/2024","12:45","Obrajes","0","0","Sábado ","5","7","0","sol",""
"6/8/2024","13:00","Obrajes","0","0","Sábado ","5","7","0","sol",""
"6/8/2024","13:15","Obrajes","4","0","Sábado ","8","7","0","sol",""
"6/8/2024","13:30","Obrajes","8","0","Sábado ","13","9","0","sol",""
"6/8/2024","13:45","Obrajes","8","0","Sábado ","13","9","0","sol",""
"6/8/2024","14:00","Obrajes","12","0","Sábado ","16","9","0","sol",""
"6/8/2024","14:15","Obrajes","17","0","Sábado ","20","7","0","sol",""
"6/8/2024","14:30","Obrajes","17","0","Sábado ","20","7","0","sol",""
"6/8/2024","14:45","Obrajes","11","0","Sábado ","17","5","0","sol",""
"6/8/2024","15:00","Obrajes","11","0","Sábado ","14","5","0","sol",""
"6/8/2024","15:15","Obrajes","11","0","Sábado ","14","4","0","sol",""
"6/8/2024","15:30","Obrajes","10","0","Sábado ","12","4","0","sol",""
"6/8/2024","15:45","Obrajes","14","0","Sábado ","19","4","0","sol",""
"6/8/2024","16:00","Obrajes","14","0","Sábado ","17","5","0","sol",""
"6/8/2024","16:15","Obrajes","0","0","Sábado ","8","5","0","sol",""
"6/8/2024","16:30","Obrajes","0","0","Sábado ","8","5","0","sol",""
"6/8/2024","16:45","Obrajes","0","0","Sábado ","6","7","0","sol",""
"6/8/2024","17:00","Obrajes","0","0","Sábado ","6","7","0","sol",""
"6/8/2024","17:15","Obrajes","3","0","Sábado ","9","7","0","sol",""
"6/8/2024","17:30","Obrajes","7","0","Sábado ","8","8","0","sol",""
"6/8/2024","17:45","Obrajes","6","0","Sábado ","6","8","0","sol",""
"6/8/2024","18:00","Obrajes","10","0","Sábado ","9","5","0","sol",""
"6/8/2024","18:15","Obrajes","11","0","Sábado ","11","7","0","sol",""
"6/8/2024","18:30","Obrajes","10","0","Sábado ","14","7","0","sol",""
"6/8/2024","18:45","Obrajes","10","0","Sábado ","13","9","0","sol",""
"6/8/2024","19:00","Obrajes","9","0","Sábado ","13","9","0","sol",""
"6/8/2024","19:15","Obrajes","6","0","Sábado ","10","10","0","sol",""
"6/8/2024","19:30","Obrajes","7","0","Sábado ","13","10","0","sol",""
"6/8/2024","19:45","Obrajes","7","0","Sábado ","13","10","0","sol",""
"6/8/2024","20:00","Obrajes","8","0","Sábado ","14","11","0","sol",""
"6/8/2024","20:15","Obrajes","7","0","Sábado ","11","11","0","sol",""
"6/8/2024","20:30","Obrajes","5","0","Sábado ","13","11","0","sol",""
"6/8/2024","20:45","Obrajes","3","0","Sábado ","9","6","0","sol",""
"6/8/2024","21:00","Obrajes","1","0","Sábado ","7","6","0","sol",""
"6/8/2024","21:15","Obrajes","0","0","Sábado ","7","7","0","sol",""
"6/8/2024","21:30","Obrajes","0","0","Sábado ","6","7","0","sol",""
"6/8/2024","21:45","Obrajes","0","0","Sábado ","6","5","0","sol",""
"6/8/2024","22:00","Obrajes","0","0","Sábado ","6","5","0","sol",""
"6/8/2024","22:15","Obrajes","0","0","Sábado ","5","2","0","sol",""
"6/8/2024","22:30","Obrajes","0","0","Sábado ","5","1","0","sol",""
"6/8/2024","22:45","Obrajes","0","0","Sábado ","7","1","0","sol",""
"6/8/2024","23:00","Obrajes","0","0","Sábado ","3","0","0","sol",""
"6/8/2024","23:15","Obrajes","0","0","Sábado ","1","0","0","sol",""
"6/8/2024","23:30","Obrajes","0","0","Sábado ","1","0","0","sol",""
"6/8/2024","23:45","Obrajes","0","0","Sábado ","1","0","0","sol",""
"6/8/2024","0:00:00","Obrajes","0","0","Sábado ","0","0","0","sol",""
"6/9/2024","6:00","Obrajes","0","0","Domingo","0","0","0","sol",""
"6/9/2024","6:15","Obrajes","0","0","Domingo","0","0","0","sol",""
"6/9/2024","6:30","Obrajes","0","0","Domingo","0","0","0","sol",""
"6/9/2024","6:45","Obrajes","0","0","Domingo","1","0","0","sol",""
"6/9/2024","7:00","Obrajes","0","0","Domingo","3","2","0","sol",""
"6/9/2024","7:15","Obrajes","0","0","Domingo","4","3","0","sol",""
"6/9/2024","7:30","Obrajes","0","0","Domingo","6","4","0","sol",""
"6/9/2024","7:45","Obrajes","0","0","Domingo","5","5","0","sol",""
"6/9/2024","8:00","Obrajes","0","0","Domingo","5","5","0","sol",""
"6/9/2024","8:15","Obrajes","0","0","Domingo","5","5","0","sol",""
"6/9/2024","8:30","Obrajes","0","0","Domingo","6","5","0","sol",""
"6/9/2024","8:45","Obrajes","0","0","Domingo","6","8","0","sol",""
"6/9/2024","9:00","Obrajes","0","0","Domingo","5","8","0","sol",""
"6/9/2024","9:15","Obrajes","0","0","Domingo","5","9","0","sol",""
"6/9/2024","9:30","Obrajes","2","0","Domingo","7","9","0","sol",""
"6/9/2024","9:45","Obrajes","2","0","Domingo","7","10","0","sol",""
"6/9/2024","10:00","Obrajes","5","0","Domingo","8","10","0","sol",""
"6/9/2024","10:15","Obrajes","5","0","Domingo","10","10","0","sol",""
"6/9/2024","10:30","Obrajes","9","0","Domingo","15","6","0","sol",""
"6/9/2024","10:45","Obrajes","12","0","Domingo","15","6","0","sol",""
"6/9/2024","11:00","Obrajes","8","0","Domingo","12","5","0","sol",""
"6/9/2024","11:15","Obrajes","5","0","Domingo","11","5","0","sol",""
"6/9/2024","11:30","Obrajes","8","0","Domingo","11","6","0","sol",""
"6/9/2024","11:45","Obrajes","6","0","Domingo","12","6","0","sol",""
"6/9/2024","12:00","Obrajes","0","0","Domingo","13","6","0","sol",""
"6/9/2024","12:15","Obrajes","0","0","Domingo","8","5","0","sol",""
"6/9/2024","12:30","Obrajes","0","0","Domingo","9","5","0","sol",""
"6/9/2024","12:45","Obrajes","0","0","Domingo","10","5","0","sol",""
"6/9/2024","13:00","Obrajes","0","0","Domingo","7","8","0","sol",""
"6/9/2024","13:15","Obrajes","3","0","Domingo","8","8","0","sol",""
"6/9/2024","13:30","Obrajes","4","0","Domingo","11","8","0","sol",""
"6/9/2024","13:45","Obrajes","5","0","Domingo","12","8","0","sol",""
"6/9/2024","14:00","Obrajes","3","0","Domingo","9","8","0","sol",""
"6/9/2024","14:15","Obrajes","6","0","Domingo","12","8","0","sol",""
"6/9/2024","14:30","Obrajes","11","0","Domingo","14","7","0","sol",""
"6/9/2024","14:45","Obrajes","10","0","Domingo","14","5","0","sol",""
"6/9/2024","15:00","Obrajes","10","0","Domingo","14","5","0","sol",""
"6/9/2024","15:15","Obrajes","9","0","Domingo","13","5","0","sol",""
"6/9/2024","15:30","Obrajes","9","0","Domingo","13","6","0","sol",""
"6/9/2024","15:45","Obrajes","10","0","Domingo","14","5","0","sol",""
"6/9/2024","16:00","Obrajes","7","0","Domingo","14","5","0","sol",""
"6/9/2024","16:15","Obrajes","0","0","Domingo","9","5","0","sol",""
"6/9/2024","16:30","Obrajes","0","0","Domingo","9","5","0","sol",""
"6/9/2024","16:45","Obrajes","0","0","Domingo","6","7","0","sol",""
"6/9/2024","17:00","Obrajes","0","0","Domingo","7","7","0","sol",""
"6/9/2024","17:15","Obrajes","3","0","Domingo","7","7","0","sol",""
"6/9/2024","17:30","Obrajes","4","0","Domingo","9","10","0","sol",""
"6/9/2024","17:45","Obrajes","4","0","Domingo","9","10","0","sol",""
"6/9/2024","18:00","Obrajes","4","0","Domingo","9","10","0","sol",""
"6/9/2024","18:15","Obrajes","8","0","Domingo","11","7","0","sol",""
"6/9/2024","18:30","Obrajes","10","0","Domingo","13","7","0","sol",""
"6/9/2024","18:45","Obrajes","11","0","Domingo","13","7","0","sol",""
"6/9/2024","19:00","Obrajes","11","0","Domingo","12","11","0","sol",""
"6/9/2024","19:15","Obrajes","8","0","Domingo","14","10","0","sol",""
"6/9/2024","19:30","Obrajes","9","0","Domingo","11","10","0","sol",""
"6/9/2024","19:45","Obrajes","6","0","Domingo","11","7","0","sol",""
"6/9/2024","20:00","Obrajes","6","0","Domingo","10","7","0","sol",""
"6/9/2024","20:15","Obrajes","6","0","Domingo","7","7","0","sol",""
"6/9/2024","20:30","Obrajes","3","0","Domingo","7","4","0","sol",""
"6/9/2024","20:45","Obrajes","5","0","Domingo","7","4","0","sol",""
"6/9/2024","21:00","Obrajes","0","0","Domingo","6","3","0","sol",""
"6/9/2024","21:15","Obrajes","0","0","Domingo","9","3","0","sol",""
"6/9/2024","21:30","Obrajes","0","0","Domingo","9","3","0","sol",""
"6/9/2024","21:45","Obrajes","0","0","Domingo","8","3","0","sol",""
"6/9/2024","22:00","Obrajes","0","0","Domingo","5","2","0","sol",""
"6/9/2024","22:15","Obrajes","0","0","Domingo","5","2","0","sol",""
"6/9/2024","22:30","Obrajes","0","0","Domingo","3","2","0","sol",""
"6/9/2024","22:45","Obrajes","0","0","Domingo","3","1","0","sol",""
"6/9/2024","23:00","Obrajes","0","0","Domingo","2","1","0","sol",""
"6/9/2024","23:15","Obrajes","0","0","Domingo","0","0","0","sol",""
"6/9/2024","23:30","Obrajes","0","0","Domingo","0","0","0","sol",""
"6/9/2024","23:45","Obrajes","0","0","Domingo","0","0","0","sol",""
"6/9/2024","0:00:00","Obrajes","0","0","Domingo","0","0","0","sol",""
"6/10/2024","6:00","Obrajes","2","0","Lunes","5","2","0","sol",""
"6/10/2024","6:15","Obrajes","0","0","Lunes","2","3","0","sol",""
"6/10/2024","6:30","Obrajes","0","0","Lunes","2","3","0","sol",""
"6/10/2024","6:45","Obrajes","0","0","Lunes","5","4","0","sol",""
"6/10/2024","7:00","Obrajes","6","0","Lunes","3","10","0","sol",""
"6/10/2024","7:15","Obrajes","14","0","Lunes","15","10","0","sol",""
"6/10/2024","7:30","Obrajes","1","0","Lunes","18","11","0","sol",""
"6/10/2024","7:45","Obrajes","0","0","Lunes","7","12","0","sol",""
"6/10/2024","8:00","Obrajes","0","0","Lunes","3","15","0","sol",""
"6/10/2024","8:15","Obrajes","0","0","Lunes","3","10","0","sol",""
"6/10/2024","8:30","Obrajes","6","0","Lunes","7","6","0","sol",""
"6/10/2024","8:45","Obrajes","8","0","Lunes","15","10","0","sol",""
"6/10/2024","9:00","Obrajes","2","0","Lunes","15","10","0","sol",""
"6/10/2024","9:15","Obrajes","2","0","Lunes","12","13","0","sol",""
"6/10/2024","9:30","Obrajes","4","0","Lunes","11","13","0","sol",""
"6/10/2024","9:45","Obrajes","7","0","Lunes","11","13","0","sol",""
"6/10/2024","10:00","Obrajes","8","0","Lunes","11","11","0","sol",""
"6/10/2024","10:15","Obrajes","4","0","Lunes","11","11","0","sol",""
"6/10/2024","10:30","Obrajes","0","0","Lunes","15","14","0","sol",""
"6/10/2024","10:45","Obrajes","0","0","Lunes","15","8","0","sol",""
"6/10/2024","11:00","Obrajes","3","0","Lunes","15","7","0","sol",""
"6/10/2024","11:15","Obrajes","3","0","Lunes","15","12","0","sol",""
"6/10/2024","11:30","Obrajes","0","0","Lunes","17","14","0","sol",""
"6/10/2024","11:45","Obrajes","0","0","Lunes","17","14","0","sol",""
"6/10/2024","12:00","Obrajes","0","0","Lunes","17","11","0","sol",""
"6/10/2024","12:15","Obrajes","3","0","Lunes","12","6","0","sol",""
"6/10/2024","12:30","Obrajes","8","0","Lunes","13","7","0","sol",""
"6/10/2024","12:45","Obrajes","6","0","Lunes","12","7","0","sol",""
"6/10/2024","13:00","Obrajes","12","0","Lunes","20","8","0","sol",""
"6/10/2024","13:15","Obrajes","9","0","Lunes","20","9","0","sol",""
"6/10/2024","13:30","Obrajes","9","0","Lunes","20","11","0","sol",""
"6/10/2024","13:45","Obrajes","16","0","Lunes","20","12","0","sol",""
"6/10/2024","14:00","Obrajes","7","0","Lunes","18","12","0","sol",""
"6/10/2024","14:15","Obrajes","8","0","Lunes","16","11","0","sol",""
"6/10/2024","14:30","Obrajes","3","0","Lunes","15","11","0","sol",""
"6/10/2024","14:45","Obrajes","0","0","Lunes","11","12","0","sol",""
"6/10/2024","15:00","Obrajes","0","0","Lunes","11","12","0","sol",""
"6/10/2024","15:15","Obrajes","0","0","Lunes","11","7","0","sol",""
"6/10/2024","15:30","Obrajes","0","0","Lunes","11","11","0","sol",""
"6/10/2024","15:45","Obrajes","0","0","Lunes","11","11","0","sol",""
"6/10/2024","16:00","Obrajes","6","0","Lunes","10","8","0","sol",""
"6/10/2024","16:15","Obrajes","7","0","Lunes","12","8","0","sol",""
"6/10/2024","16:30","Obrajes","11","0","Lunes","11","7","0","sol",""
"6/10/2024","16:45","Obrajes","3","0","Lunes","11","11","0","sol",""
"6/10/2024","17:00","Obrajes","0","0","Lunes","10","11","0","sol",""
"6/10/2024","17:15","Obrajes","7","0","Lunes","12","13","0","sol",""
"6/10/2024","17:30","Obrajes","5","0","Lunes","12","12","0","sol",""
"6/10/2024","17:45","Obrajes","5","0","Lunes","12","12","0","sol",""
"6/10/2024","18:00","Obrajes","2","0","Lunes","12","11","0","sol",""
"6/10/2024","18:15","Obrajes","11","0","Lunes","15","15","0","sol",""
